Código IBGE,Ente Devedor,Estado,Regime Atual,CAPAG STN,REPASSE ATUAL (%),RCL ANUAL (2024),RCL 1/12,ESTOQUE/RCL EX ANTERIOR (%),REPASSE CONSERVADOR (%),TETO REPASSE CONSERVADOR (R$),"REPASSE COM PEC 66 (%)
 1% A 5%",TETO REPASSE PEC 66 (R$)
4120333,Prado Ferreira,PR,geral,A,,"R$ 35.511.190,03","R$ 2.959.265,84","0,00%","1,00%","R$ 355.111,90","1,00%","R$ 355.111,90"
4120101,Porto Amazonas,PR,geral,C,,"R$ 36.010.818,73","R$ 3.000.901,56","0,00%","1,00%","R$ 360.108,19","1,00%","R$ 360.108,19"
4215695,Santiago do Sul,SC,Geral,,,"R$ 28.371.706,15","R$ 2.364.308,85","0,00%","1,00%","R$ 283.717,06","1,00%","R$ 283.717,06"
4204905,Descanso,SC,Geral,,,"R$ 56.316.437,49","R$ 4.693.036,46","0,00%","1,00%","R$ 563.164,37","1,00%","R$ 563.164,37"
4104501,Capanema,PR,geral,A,,"R$ 116.067.669,30","R$ 9.672.305,78","0,00%","1,00%","R$ 1.160.676,69","1,00%","R$ 1.160.676,69"
4205175,Entre Rios,SC,Geral,,,"R$ 31.577.244,92","R$ 2.631.437,08","0,00%","1,00%","R$ 315.772,45","1,00%","R$ 315.772,45"
4218103,Timbé do Sul,SC,Especial,,"1,64%","R$ 50.219.307,44","R$ 4.184.942,29","0,00%","1,00%","R$ 502.193,07","1,00%","R$ 502.193,07"
4109807,Ibiporã,PR,geral,C,,"R$ 355.308.882,96","R$ 29.609.073,58","0,00%","1,00%","R$ 3.553.088,83","1,00%","R$ 3.553.088,83"
4106100,Conselheiro Mairinck,PR,geral,A,,"R$ 31.156.748,26","R$ 2.596.395,69","0,00%","1,00%","R$ 311.567,48","1,00%","R$ 311.567,48"
4119608,Pitanga,PR,geral,n.d.,,"R$ 171.352.022,64","R$ 14.279.335,22","0,00%","1,00%","R$ 1.713.520,23","1,00%","R$ 1.713.520,23"
4126900,Tapira,PR,geral,A,,"R$ 37.531.131,06","R$ 3.127.594,26","0,00%","1,00%","R$ 375.311,31","1,00%","R$ 375.311,31"
4112207,Janiópolis,PR,geral,B,,"R$ 34.184.168,94","R$ 2.848.680,75","0,00%","1,00%","R$ 341.841,69","1,00%","R$ 341.841,69"
4206603,Guarujá do Sul,SC,Geral,,,"R$ 44.654.243,63","R$ 3.721.186,97","0,00%","1,00%","R$ 446.542,44","1,00%","R$ 446.542,44"
4119004,Pérola d'Oeste,PR,geral,A,,"R$ 39.709.328,23","R$ 3.309.110,69","0,00%","1,00%","R$ 397.093,28","1,00%","R$ 397.093,28"
4108452,Foz do Jordão,PR,geral,A,,"R$ 38.709.840,34","R$ 3.225.820,03","0,00%","1,00%","R$ 387.098,40","1,00%","R$ 387.098,40"
4208955,Jardinópolis,SC,Geral,,,"R$ 30.209.612,07","R$ 2.517.467,67","0,00%","1,00%","R$ 302.096,12","1,00%","R$ 302.096,12"
4111407,Ivaí,PR,geral,A,,"R$ 71.155.189,68","R$ 5.929.599,14","0,00%","1,00%","R$ 711.551,90","1,00%","R$ 711.551,90"
4209300,Lages,SC,Especial,,"1,28%","R$ 974.445.052,70","R$ 81.203.754,39","0,00%","1,00%","R$ 9.744.450,53","1,00%","R$ 9.744.450,53"
4117222,Nova Santa Rosa,PR,geral,B,,"R$ 66.714.275,70","R$ 5.559.522,98","0,00%","1,00%","R$ 667.142,76","1,00%","R$ 667.142,76"
4207601,Ipira,SC,Geral,,,"R$ 44.999.948,50","R$ 3.749.995,71","0,00%","1,00%","R$ 449.999,49","1,00%","R$ 449.999,49"
4121109,Quinta do Sol,PR,geral,n.e.,,"R$ 42.583.187,08","R$ 0,00","0,00%","1,00%","R$ 425.831,87","1,00%","R$ 425.831,87"
4121208,Quitandinha,PR,geral,A,,"R$ 95.672.826,17","R$ 7.972.735,51","0,00%","1,00%","R$ 956.728,26","1,00%","R$ 956.728,26"
4115739,Mato Rico,PR,geral,B,,"R$ 41.691.901,19","R$ 3.474.325,10","0,00%","1,00%","R$ 416.919,01","1,00%","R$ 416.919,01"
4209177,Jupiá,SC,Geral,,,"R$ 31.531.851,74","R$ 2.627.654,31","0,00%","1,00%","R$ 315.318,52","1,00%","R$ 315.318,52"
4218004,Tijucas,SC,Geral,,,"R$ 347.244.300,10","R$ 28.937.025,01","0,00%","1,00%","R$ 3.472.443,00","1,00%","R$ 3.472.443,00"
4210001,Luiz Alves,SC,Geral,,,"R$ 88.936.155,19","R$ 7.411.346,27","0,00%","1,00%","R$ 889.361,55","1,00%","R$ 889.361,55"
4118451,Pato Bragado,PR,geral,n.d.,,"R$ 86.516.692,58","R$ 7.209.724,38","0,00%","1,00%","R$ 865.166,93","1,00%","R$ 865.166,93"
4128609,Verê,PR,geral,B,,"R$ 55.872.564,16","R$ 4.656.047,01","0,00%","1,00%","R$ 558.725,64","1,00%","R$ 558.725,64"
4101002,Ampére,PR,geral,C,,"R$ 106.068.230,76","R$ 8.839.019,23","0,00%","1,00%","R$ 1.060.682,31","1,00%","R$ 1.060.682,31"
4201802,Atalanta,SC,Geral,,,"R$ 33.357.355,56","R$ 2.779.779,63","0,00%","1,00%","R$ 333.573,56","1,00%","R$ 333.573,56"
4114005,Mamborê,PR,geral,A,,"R$ 105.565.722,90","R$ 8.797.143,58","0,00%","1,00%","R$ 1.055.657,23","1,00%","R$ 1.055.657,23"
4121802,Ribeirão Claro,PR,geral,C,,"R$ 74.127.174,55","R$ 6.177.264,55","0,00%","1,00%","R$ 741.271,75","1,00%","R$ 741.271,75"
4121901,Ribeirão do Pinhal,PR,geral,C,,"R$ 67.257.066,17","R$ 5.604.755,51","0,00%","1,00%","R$ 672.570,66","1,00%","R$ 672.570,66"
4115804,Medianeira,PR,geral,A,,"R$ 282.235.756,43","R$ 23.519.646,37","0,00%","1,00%","R$ 2.822.357,56","1,00%","R$ 2.822.357,56"
4207759,Iraceminha,SC,Geral,,,"R$ 44.236.052,61","R$ 3.686.337,72","0,00%","1,00%","R$ 442.360,53","1,00%","R$ 442.360,53"
4216909,São Lourenço do Oeste,SC,Geral,,,"R$ 194.124.396,10","R$ 16.177.033,01","0,00%","1,00%","R$ 1.941.243,96","1,00%","R$ 1.941.243,96"
4200606,Águas Frias,SC,Geral,,,"R$ 35.851.904,49","R$ 2.987.658,71","0,00%","1,00%","R$ 358.519,04","1,00%","R$ 358.519,04"
4204301,Concórdia,SC,Geral,,,"R$ 685.559.555,50","R$ 57.129.962,96","0,00%","1,00%","R$ 6.855.595,56","1,00%","R$ 6.855.595,56"
4122602,Rondon,PR,geral,C,,"R$ 49.836.740,09","R$ 4.153.061,67","0,00%","1,00%","R$ 498.367,40","1,00%","R$ 498.367,40"
4213005,Pinheiro Preto,SC,Geral,,,"R$ 47.054.245,21","R$ 3.921.187,10","0,00%","1,00%","R$ 470.542,45","1,00%","R$ 470.542,45"
4111308,Itaúna do Sul,PR,geral,B,,"R$ 30.878.275,90","R$ 2.573.189,66","0,00%","1,00%","R$ 308.782,76","1,00%","R$ 308.782,76"
4215109,Rodeio,SC,Geral,,,"R$ 69.719.065,77","R$ 5.809.922,15","0,00%","1,00%","R$ 697.190,66","1,00%","R$ 697.190,66"
4204756,Cunhataí,SC,Geral,,,"R$ 32.529.654,74","R$ 2.710.804,56","0,00%","1,00%","R$ 325.296,55","1,00%","R$ 325.296,55"
4115754,Mauá da Serra,PR,geral,B,,"R$ 65.246.240,95","R$ 5.437.186,75","0,00%","1,00%","R$ 652.462,41","1,00%","R$ 652.462,41"
4113452,Lindoeste,PR,geral,n.e.,,"R$ 40.510.834,23","R$ 3.375.902,85","0,00%","1,00%","R$ 405.108,34","1,00%","R$ 405.108,34"
4111704,Jaboti,PR,geral,B,,"R$ 34.206.475,82","R$ 2.850.539,65","0,00%","1,00%","R$ 342.064,76","1,00%","R$ 342.064,76"
4210209,Major Gercino,SC,Geral,,,"R$ 32.659.290,32","R$ 2.721.607,53","0,00%","1,00%","R$ 326.592,90","1,00%","R$ 326.592,90"
4208609,Jaborá,SC,Geral,,,"R$ 45.347.142,10","R$ 3.778.928,51","0,00%","1,00%","R$ 453.471,42","1,00%","R$ 453.471,42"
4124806,São João,PR,geral,A,,"R$ 78.432.634,91","R$ 6.536.052,91","0,00%","1,00%","R$ 784.326,35","1,00%","R$ 784.326,35"
4202859,Braço do Trombudo,SC,Geral,,,"R$ 46.243.186,99","R$ 3.853.598,92","0,00%","1,00%","R$ 462.431,87","1,00%","R$ 462.431,87"
4213351,Ponte Alta do Norte,SC,Geral,,,"R$ 32.365.275,37","R$ 2.697.106,28","0,00%","1,00%","R$ 323.652,75","1,00%","R$ 323.652,75"
4124004,Santana do Itararé,PR,geral,C,,"R$ 39.190.067,75","R$ 3.265.838,98","0,00%","1,00%","R$ 391.900,68","1,00%","R$ 391.900,68"
4213203,Pomerode,SC,Geral,,,"R$ 264.362.289,70","R$ 22.030.190,81","0,00%","1,00%","R$ 2.643.622,90","1,00%","R$ 2.643.622,90"
4125308,São Jorge do Ivaí,PR,geral,A,,"R$ 47.230.373,29","R$ 3.935.864,44","0,00%","1,00%","R$ 472.303,73","1,00%","R$ 472.303,73"
4212007,Palma Sola,SC,Geral,,,"R$ 53.784.112,98","R$ 4.482.009,42","0,00%","1,00%","R$ 537.841,13","1,00%","R$ 537.841,13"
4103040,Boa Ventura de São Roque,PR,geral,A,,"R$ 52.732.368,20","R$ 4.394.364,02","0,00%","1,00%","R$ 527.323,68","1,00%","R$ 527.323,68"
4214151,Princesa,SC,Geral,,,"R$ 35.869.003,03","R$ 2.989.083,59","0,00%","1,00%","R$ 358.690,03","1,00%","R$ 358.690,03"
4103503,Califórnia,PR,geral,n.d.,,"R$ 49.075.318,57","R$ 4.089.609,88","0,00%","1,00%","R$ 490.753,19","1,00%","R$ 490.753,19"
4101853,Ariranha do Ivaí,PR,geral,B,,"R$ 29.731.998,11","R$ 2.477.666,51","0,00%","1,00%","R$ 297.319,98","1,00%","R$ 297.319,98"
4100509,Altônia,PR,geral,n.d.,,"R$ 95.593.716,94","R$ 7.966.143,08","0,00%","1,00%","R$ 955.937,17","1,00%","R$ 955.937,17"
4205159,Doutor Pedrinho,SC,Geral,,,"R$ 36.053.459,67","R$ 3.004.454,97","0,00%","1,00%","R$ 360.534,60","1,00%","R$ 360.534,60"
4124400,Santo Antônio do Sudoeste,PR,geral,C,,"R$ 109.513.306,16","R$ 9.126.108,85","0,00%","1,00%","R$ 1.095.133,06","1,00%","R$ 1.095.133,06"
4211306,Navegantes,SC,Geral,,,"R$ 764.725.392,20","R$ 63.727.116,02","0,00%","1,00%","R$ 7.647.253,92","1,00%","R$ 7.647.253,92"
4122172,Rio Branco do Ivaí,PR,geral,C,,"R$ 34.709.291,06","R$ 2.892.440,92","0,00%","1,00%","R$ 347.092,91","1,00%","R$ 347.092,91"
4210050,Macieira,SC,Geral,,,"R$ 31.546.579,07","R$ 2.628.881,59","0,00%","1,00%","R$ 315.465,79","1,00%","R$ 315.465,79"
4213807,Praia Grande,SC,Geral,,,"R$ 63.976.270,21","R$ 5.331.355,85","0,00%","1,00%","R$ 639.762,70","1,00%","R$ 639.762,70"
4126306,Sengés,PR,geral,A,,"R$ 109.582.340,33","R$ 9.131.861,69","0,00%","1,00%","R$ 1.095.823,40","1,00%","R$ 1.095.823,40"
4126207,Sapopema,PR,geral,C,,"R$ 43.415.066,80","R$ 3.617.922,23","0,00%","1,00%","R$ 434.150,67","1,00%","R$ 434.150,67"
4115606,Matelândia,PR,geral,A,,"R$ 130.617.337,38","R$ 10.884.778,12","0,00%","1,00%","R$ 1.306.173,37","1,00%","R$ 1.306.173,37"
4202537,Bom Jesus,SC,Geral,,,"R$ 31.855.780,43","R$ 2.654.648,37","0,00%","1,00%","R$ 318.557,80","1,00%","R$ 318.557,80"
4121257,Ramilândia,PR,geral,n.d.,,"R$ 36.069.862,56","R$ 3.005.821,88","0,00%","1,00%","R$ 360.698,63","1,00%","R$ 360.698,63"
4110078,Imbaú,PR,geral,C,,"R$ 58.379.562,75","R$ 4.864.963,56","0,00%","1,00%","R$ 583.795,63","1,00%","R$ 583.795,63"
4120358,Pranchita,PR,geral,B,,"R$ 45.548.333,19","R$ 3.795.694,43","0,00%","1,00%","R$ 455.483,33","1,00%","R$ 455.483,33"
4112801,Joaquim Távora,PR,geral,n.d.,,"R$ 74.059.034,44","R$ 6.171.586,20","0,00%","1,00%","R$ 740.590,34","1,00%","R$ 740.590,34"
4125902,São Pedro do Paraná,PR,geral,A,,"R$ 34.589.309,17","R$ 2.882.442,43","0,00%","1,00%","R$ 345.893,09","1,00%","R$ 345.893,09"
4117008,Nova Fátima,PR,geral,C,,"R$ 47.501.006,23","R$ 3.958.417,19","0,00%","1,00%","R$ 475.010,06","1,00%","R$ 475.010,06"
4216305,São João Batista,SC,Geral,,,"R$ 204.200.536,30","R$ 17.016.711,36","0,00%","1,00%","R$ 2.042.005,36","1,00%","R$ 2.042.005,36"
4108957,Guamiranga,PR,geral,C,,"R$ 43.139.401,82","R$ 3.594.950,15","0,00%","1,00%","R$ 431.394,02","1,00%","R$ 431.394,02"
4116307,Munhoz de Melo,PR,geral,B,,"R$ 38.335.547,25","R$ 3.194.628,94","0,00%","1,00%","R$ 383.355,47","1,00%","R$ 383.355,47"
4124608,São Carlos do Ivaí,PR,geral,A,,"R$ 45.399.318,92","R$ 3.783.276,58","0,00%","1,00%","R$ 453.993,19","1,00%","R$ 453.993,19"
4109757,Ibema,PR,geral,A,,"R$ 38.745.865,37","R$ 3.228.822,11","0,00%","1,00%","R$ 387.458,65","1,00%","R$ 387.458,65"
4209904,Lontras,SC,Geral,,,"R$ 83.537.359,71","R$ 6.961.446,64","0,00%","1,00%","R$ 835.373,60","1,00%","R$ 835.373,60"
4215000,Rio do Campo,SC,Geral,,,"R$ 51.937.431,86","R$ 4.328.119,32","0,00%","1,00%","R$ 519.374,32","1,00%","R$ 519.374,32"
4128708,Vitorino,PR,geral,A,,"R$ 54.610.574,62","R$ 4.550.881,22","0,00%","1,00%","R$ 546.105,75","1,00%","R$ 546.105,75"
4216503,São Joaquim,SC,Geral,,,"R$ 157.056.947,20","R$ 13.088.078,93","0,00%","1,00%","R$ 1.570.569,47","1,00%","R$ 1.570.569,47"
4107736,Fernandes Pinheiro,PR,geral,A,,"R$ 47.117.707,11","R$ 3.926.475,59","0,00%","1,00%","R$ 471.177,07","1,00%","R$ 471.177,07"
4210407,Maracajá,SC,Geral,,,"R$ 75.020.819,24","R$ 6.251.734,94","0,00%","1,00%","R$ 750.208,19","1,00%","R$ 750.208,19"
4103156,Bom Jesus do Sul,PR,geral,B,,"R$ 34.772.845,35","R$ 2.897.737,11","0,00%","1,00%","R$ 347.728,45","1,00%","R$ 347.728,45"
4218756,Tunápolis,SC,Geral,,,"R$ 47.751.448,17","R$ 3.979.287,35","0,00%","1,00%","R$ 477.514,48","1,00%","R$ 477.514,48"
4103024,Boa Esperança do Iguaçu,PR,geral,A,,"R$ 68.232.335,02","R$ 5.686.027,92","0,00%","1,00%","R$ 682.323,35","1,00%","R$ 682.323,35"
4112751,Jesuítas,PR,geral,A,,"R$ 59.751.979,11","R$ 4.979.331,59","0,00%","1,00%","R$ 597.519,79","1,00%","R$ 597.519,79"
4111258,Itaperuçu,PR,geral,B,,"R$ 124.491.547,39","R$ 10.374.295,62","0,00%","1,00%","R$ 1.244.915,47","1,00%","R$ 1.244.915,47"
4102109,Astorga,PR,geral,A,,"R$ 134.978.819,55","R$ 11.248.234,96","0,00%","1,00%","R$ 1.349.788,20","1,00%","R$ 1.349.788,20"
4127106,Telêmaco Borba,PR,geral,A,,"R$ 349.992.176,83","R$ 29.166.014,74","0,00%","1,00%","R$ 3.499.921,77","1,00%","R$ 3.499.921,77"
4215356,Saltinho,SC,Geral,,,"R$ 36.575.026,95","R$ 3.047.918,91","0,00%","1,00%","R$ 365.750,27","1,00%","R$ 365.750,27"
4124202,Santo Antônio do Caiuá,PR,geral,A,,"R$ 28.804.148,41","R$ 2.400.345,70","0,00%","1,00%","R$ 288.041,48","1,00%","R$ 288.041,48"
4121604,Renascença,PR,geral,n.d.,,"R$ 49.128.925,88","R$ 4.094.077,16","0,00%","1,00%","R$ 491.289,26","1,00%","R$ 491.289,26"
4207809,Irani,SC,Geral,,,"R$ 72.243.360,88","R$ 6.020.280,07","0,00%","1,00%","R$ 722.433,61","1,00%","R$ 722.433,61"
4118857,Perobal,PR,geral,n.d.,,"R$ 44.226.502,50","R$ 3.685.541,88","0,00%","1,00%","R$ 442.265,03","1,00%","R$ 442.265,03"
4107538,Entre Rios do Oeste,PR,geral,A,,"R$ 74.079.247,47","R$ 6.173.270,62","0,00%","1,00%","R$ 740.792,47","1,00%","R$ 740.792,47"
4112900,Jundiaí do Sul,PR,geral,A,,"R$ 28.496.329,65","R$ 2.374.694,14","0,00%","1,00%","R$ 284.963,30","1,00%","R$ 284.963,30"
4217501,Seara,SC,Geral,,,"R$ 128.066.332,80","R$ 10.672.194,40","0,00%","1,00%","R$ 1.280.663,33","1,00%","R$ 1.280.663,33"
4200804,Anchieta,SC,Geral,,,"R$ 44.292.481,39","R$ 3.691.040,12","0,00%","1,00%","R$ 442.924,81","1,00%","R$ 442.924,81"
4105003,Catanduvas,PR,geral,A+,,"R$ 59.115.002,51","R$ 4.926.250,21","0,00%","1,00%","R$ 591.150,03","1,00%","R$ 591.150,03"
4219853,Zortéa,SC,Geral,,,"R$ 44.582.569,46","R$ 3.715.214,12","0,00%","1,00%","R$ 445.825,69","1,00%","R$ 445.825,69"
4110656,Iracema do Oeste,PR,geral,C,,"R$ 27.763.481,97","R$ 2.313.623,50","0,00%","1,00%","R$ 277.634,82","1,00%","R$ 277.634,82"
4125555,São Manoel do Paraná,PR,geral,A,,"R$ 29.616.933,61","R$ 2.468.077,80","0,00%","1,00%","R$ 296.169,34","1,00%","R$ 296.169,34"
4102208,Atalaia,PR,geral,A,,"R$ 34.321.977,18","R$ 2.860.164,77","0,00%","1,00%","R$ 343.219,77","1,00%","R$ 343.219,77"
4123956,Santa Mônica,PR,geral,B,,"R$ 33.072.813,16","R$ 2.756.067,76","0,00%","1,00%","R$ 330.728,13","1,00%","R$ 330.728,13"
4208401,Itapiranga,SC,Geral,,,"R$ 142.013.559,20","R$ 11.834.463,27","0,00%","1,00%","R$ 1.420.135,59","1,00%","R$ 1.420.135,59"
4200408,Água Doce,SC,Geral,,,"R$ 86.245.423,82","R$ 7.187.118,65","0,00%","1,00%","R$ 862.454,24","1,00%","R$ 862.454,24"
4205803,Garuva,SC,Geral,,,"R$ 167.952.787,10","R$ 13.996.065,59","0,00%","1,00%","R$ 1.679.527,87","1,00%","R$ 1.679.527,87"
4115705,Matinhos,PR,geral,B,,"R$ 272.662.328,10","R$ 22.721.860,68","0,00%","1,00%","R$ 2.726.623,28","1,00%","R$ 2.726.623,28"
4117057,Nova Laranjeiras,PR,geral,A,,"R$ 61.920.594,92","R$ 5.160.049,58","0,00%","1,00%","R$ 619.205,95","1,00%","R$ 619.205,95"
4117255,Nova Prata do Iguaçu,PR,geral,A,,"R$ 76.246.905,20","R$ 6.353.908,77","0,00%","1,00%","R$ 762.469,05","1,00%","R$ 762.469,05"
4102901,Bituruna,PR,geral,A,,"R$ 111.812.001,08","R$ 9.317.666,76","0,00%","1,00%","R$ 1.118.120,01","1,00%","R$ 1.118.120,01"
4218202,Timbó,SC,Geral,,,"R$ 287.712.513,50","R$ 23.976.042,79","0,00%","1,00%","R$ 2.877.125,14","1,00%","R$ 2.877.125,14"
4100103,Abatiá,PR,geral,A,,"R$ 40.735.645,03","R$ 3.394.637,09","0,00%","1,00%","R$ 407.356,45","1,00%","R$ 407.356,45"
4101051,Anahy,PR,geral,B,,"R$ 30.510.708,61","R$ 2.542.559,05","0,00%","1,00%","R$ 305.107,09","1,00%","R$ 305.107,09"
4101150,Ângulo,PR,geral,n.d.,,"R$ 31.903.840,70","R$ 2.658.653,39","0,00%","1,00%","R$ 319.038,41","1,00%","R$ 319.038,41"
4101655,Arapuã,PR,geral,A,,"R$ 32.612.697,15","R$ 2.717.724,76","0,00%","1,00%","R$ 326.126,97","1,00%","R$ 326.126,97"
4102307,Balsa Nova,PR,geral,C,,"R$ 91.925.894,02","R$ 7.660.491,17","0,00%","1,00%","R$ 919.258,94","1,00%","R$ 919.258,94"
4103222,Bom Sucesso do Sul,PR,geral,A,,"R$ 37.769.151,42","R$ 3.147.429,29","0,00%","1,00%","R$ 377.691,51","1,00%","R$ 377.691,51"
4103404,Cafeara,PR,geral,n.d.,,"R$ 30.225.986,77","R$ 2.518.832,23","0,00%","1,00%","R$ 302.259,87","1,00%","R$ 302.259,87"
4104055,Campo Bonito,PR,geral,A,,"R$ 36.645.367,84","R$ 3.053.780,65","0,00%","1,00%","R$ 366.453,68","1,00%","R$ 366.453,68"
4106571,Cruzeiro do Iguaçu,PR,geral,A,,"R$ 41.072.543,39","R$ 3.422.711,95","0,00%","1,00%","R$ 410.725,43","1,00%","R$ 410.725,43"
4106704,Cruzeiro do Sul,PR,geral,n.d.,,"R$ 38.661.257,87","R$ 3.221.771,49","0,00%","1,00%","R$ 386.612,58","1,00%","R$ 386.612,58"
4107520,Esperança Nova,PR,geral,A,,"R$ 31.112.413,47","R$ 2.592.701,12","0,00%","1,00%","R$ 311.124,13","1,00%","R$ 311.124,13"
4108106,Flórida,PR,geral,A,,"R$ 27.987.398,12","R$ 2.332.283,18","0,00%","1,00%","R$ 279.873,98","1,00%","R$ 279.873,98"
4108650,Goioxim,PR,geral,C,,"R$ 44.738.210,01","R$ 3.728.184,17","0,00%","1,00%","R$ 447.382,10","1,00%","R$ 447.382,10"
4110052,Iguatu,PR,geral,B,,"R$ 25.975.052,06","R$ 2.164.587,67","0,00%","1,00%","R$ 259.750,52","1,00%","R$ 259.750,52"
4110409,Indianópolis,PR,geral,A,,"R$ 41.654.993,34","R$ 3.471.249,45","0,00%","1,00%","R$ 416.549,93","1,00%","R$ 416.549,93"
